Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"QCL","Crops and livestock products","364","Iran (Islamic Republic of)","5412","Yield","0141","Soya beans","2023","2023","kg/ha","2405.1","X","Figure from external organization",""
"QCL","Crops and livestock products","364","Iran (Islamic Republic of)","5412","Yield","0141","Soya beans","2024","2024","kg/ha","2439","X","Figure from external organization",""
"QCL","Crops and livestock products","364","Iran (Islamic Republic of)","5412","Yield","01802","Sugar cane","2015","2015","kg/ha","84981.5","A","Official figure",""
"QCL","Crops and livestock products","364","Iran (Islamic Republic of)","5412","Yield","01802","Sugar cane","2016","2016","kg/ha","83510.4","A","Official figure",""
"QCL","Crops and livestock products","364","Iran (Islamic Republic of)","5412","Yield","01802","Sugar cane","2017","2017","kg/ha","85491.6","A","Official figure",""
"QCL","Crops and livestock products","364","Iran (Islamic Republic of)","5412","Yield","01802","Sugar cane","2018","2018","kg/ha","85491.3","A","Official figure",""
"QCL","Crops and livestock products","364","Iran (Islamic Republic of)","5412","Yield","01802","Sugar cane","2019","2019","kg/ha","87881.5","E","Estimated value",""
"QCL","Crops and livestock products","364","Iran (Islamic Republic of)","5412","Yield","01802","Sugar cane","2020","2020","kg/ha","89521.1","E","Estimated value",""
"QCL","Crops and livestock products","364","Iran (Islamic Republic of)","5412","Yield","01802","Sugar cane","2021","2021","kg/ha","100095.9","A","Official figure",""
"QCL","Crops and livestock products","364","Iran (Islamic Republic of)","5412","Yield","01802","Sugar cane","2022","2022","kg/ha","100095.9","A","Official figure",""
"QCL","Crops and livestock products","364","Iran (Islamic Republic of)","5412","Yield","01802","Sugar cane","2023","2023","kg/ha","93229.7","E","Estimated value",""
"QCL","Crops and livestock products","364","Iran (Islamic Republic of)","5412","Yield","01802","Sugar cane","2024","2024","kg/ha","91949.5","E","Estimated value",""
"QCL","Crops and livestock products","364","Iran (Islamic Republic of)","5412","Yield","01445","Sunflower seed","2015","2015","kg/ha","979.1","E","Estimated value",""
"QCL","Crops and livestock products","364","Iran (Islamic Republic of)","5412","Yield","01445","Sunflower seed","2016","2016","kg/ha","1000","X","Figure from external organization",""
"QCL","Crops and livestock products","364","Iran (Islamic Republic of)","5412","Yield","01445","Sunflower seed","2017","2017","kg/ha","1000","X","Figure from external organization",""
"QCL","Crops and livestock products","364","Iran (Islamic Republic of)","5412","Yield","01445","Sunflower seed","2018","2018","kg/ha","1000","X","Figure from external organization",""
"QCL","Crops and livestock products","364","Iran (Islamic Republic of)","5412","Yield","01445","Sunflower seed","2019","2019","kg/ha","1000","X","Figure from external organization",""
"QCL","Crops and livestock products","364","Iran (Islamic Republic of)","5412","Yield","01445","Sunflower seed","2020","2020","kg/ha","1000","X","Figure from external organization",""
"QCL","Crops and livestock products","364","Iran (Islamic Republic of)","5412","Yield","01445","Sunflower seed","2021","2021","kg/ha","1000","X","Figure from external organization",""
"QCL","Crops and livestock products","364","Iran (Islamic Republic of)","5412","Yield","01445","Sunflower seed","2022","2022","kg/ha","1032.3","X","Figure from external organization",""
"QCL","Crops and livestock products","364","Iran (Islamic Republic of)","5412","Yield","01445","Sunflower seed","2023","2023","kg/ha","1031.7","X","Figure from external organization",""
"QCL","Crops and livestock products","364","Iran (Islamic Republic of)","5412","Yield","01445","Sunflower seed","2024","2024","kg/ha","1047.6","X","Figure from external organization",""
"QCL","Crops and livestock products","364","Iran (Islamic Republic of)","5412","Yield","0111","Wheat","2015","2015","kg/ha","2015.9","A","Official figure",""
"QCL","Crops and livestock products","364","Iran (Islamic Republic of)","5412","Yield","0111","Wheat","2016","2016","kg/ha","2461.2","A","Official figure",""
"QCL","Crops and livestock products","364","Iran (Islamic Republic of)","5412","Yield","0111","Wheat","2017","2017","kg/ha","2280.3","A","Official figure",""
"QCL","Crops and livestock products","364","Iran (Islamic Republic of)","5412","Yield","0111","Wheat","2018","2018","kg/ha","2462.8","A","Official figure",""
"QCL","Crops and livestock products","364","Iran (Islamic Republic of)","5412","Yield","0111","Wheat","2019","2019","kg/ha","2338.7","A","Official figure",""
"QCL","Crops and livestock products","364","Iran (Islamic Republic of)","5412","Yield","0111","Wheat","2020","2020","kg/ha","2255","A","Official figure",""
"QCL","Crops and livestock products","364","Iran (Islamic Republic of)","5412","Yield","0111","Wheat","2021","2021","kg/ha","2263.2","E","Estimated value",""
"QCL","Crops and livestock products","364","Iran (Islamic Republic of)","5412","Yield","0111","Wheat","2022","2022","kg/ha","2429.6","E","Estimated value",""
"QCL","Crops and livestock products","364","Iran (Islamic Republic of)","5412","Yield","0111","Wheat","2023","2023","kg/ha","2528.9","E","Estimated value",""
"QCL","Crops and livestock products","364","Iran (Islamic Republic of)","5412","Yield","0111","Wheat","2024","2024","kg/ha","2591.8","E","Estimated value",""
"QCL","Crops and livestock products","368","Iraq","5412","Yield","0115","Barley","2015","2015","kg/ha","1880.8","A","Official figure",""
"QCL","Crops and livestock products","368","Iraq","5412","Yield","0115","Barley","2016","2016","kg/ha","1921.1","A","Official figure",""
"QCL","Crops and livestock products","368","Iraq","5412","Yield","0115","Barley","2017","2017","kg/ha","1533.8","A","Official figure",""
"QCL","Crops and livestock products","368","Iraq","5412","Yield","0115","Barley","2018","2018","kg/ha","1419.3","A","Official figure",""
"QCL","Crops and livestock products","368","Iraq","5412","Yield","0115","Barley","2019","2019","kg/ha","1692.4","A","Official figure",""
"QCL","Crops and livestock products","368","Iraq","5412","Yield","0115","Barley","2020","2020","kg/ha","1562.9","A","Official figure",""
"QCL","Crops and livestock products","368","Iraq","5412","Yield","0115","Barley","2021","2021","kg/ha","1542.5","A","Official figure",""
"QCL","Crops and livestock products","368","Iraq","5412","Yield","0115","Barley","2022","2022","kg/ha","1585.3","A","Official figure",""
"QCL","Crops and livestock products","368","Iraq","5412","Yield","0115","Barley","2023","2023","kg/ha","881.6","A","Official figure",""
"QCL","Crops and livestock products","368","Iraq","5412","Yield","0115","Barley","2024","2024","kg/ha","950.6","A","Official figure",""
"QCL","Crops and livestock products","368","Iraq","5412","Yield","0112","Maize (corn)","2015","2015","kg/ha","3184.4","A","Official figure",""
"QCL","Crops and livestock products","368","Iraq","5412","Yield","0112","Maize (corn)","2016","2016","kg/ha","3889","A","Official figure",""
"QCL","Crops and livestock products","368","Iraq","5412","Yield","0112","Maize (corn)","2017","2017","kg/ha","3562.5","A","Official figure",""
"QCL","Crops and livestock products","368","Iraq","5412","Yield","0112","Maize (corn)","2018","2018","kg/ha","4500","X","Figure from external organization",""
"QCL","Crops and livestock products","368","Iraq","5412","Yield","0112","Maize (corn)","2019","2019","kg/ha","4702.7","A","Official figure",""
"QCL","Crops and livestock products","368","Iraq","5412","Yield","0112","Maize (corn)","2020","2020","kg/ha","4632.5","A","Official figure",""
"QCL","Crops and livestock products","368","Iraq","5412","Yield","0112","Maize (corn)","2021","2021","kg/ha","4797.4","A","Official figure",""
"QCL","Crops and livestock products","368","Iraq","5412","Yield","0112","Maize (corn)","2022","2022","kg/ha","5987.2","A","Official figure",""
"QCL","Crops and livestock products","368","Iraq","5412","Yield","0112","Maize (corn)","2023","2023","kg/ha","6060.6","A","Official figure",""
"QCL","Crops and livestock products","368","Iraq","5412","Yield","0112","Maize (corn)","2024","2024","kg/ha","5000","X","Figure from external organization",""
"QCL","Crops and livestock products","368","Iraq","5412","Yield","0113","Rice","2015","2015","kg/ha","4477.6","A","Official figure",""
"QCL","Crops and livestock products","368","Iraq","5412","Yield","0113","Rice","2016","2016","kg/ha","4805.6","A","Official figure",""
"QCL","Crops and livestock products","368","Iraq","5412","Yield","0113","Rice","2017","2017","kg/ha","4897.5","A","Official figure",""
"QCL","Crops and livestock products","368","Iraq","5412","Yield","0113","Rice","2018","2018","kg/ha","3355.6","A","Official figure",""
"QCL","Crops and livestock products","368","Iraq","5412","Yield","0113","Rice","2019","2019","kg/ha","4501.4","A","Official figure",""
"QCL","Crops and livestock products","368","Iraq","5412","Yield","0113","Rice","2020","2020","kg/ha","4568.8","A","Official figure",""
"QCL","Crops and livestock products","368","Iraq","5412","Yield","0113","Rice","2021","2021","kg/ha","4392.2","A","Official figure",""
"QCL","Crops and livestock products","368","Iraq","5412","Yield","0113","Rice","2022","2022","kg/ha","3031.3","A","Official figure",""
"QCL","Crops and livestock products","368","Iraq","5412","Yield","0113","Rice","2023","2023","kg/ha","3629.6","A","Official figure",""
"QCL","Crops and livestock products","368","Iraq","5412","Yield","0113","Rice","2024","2024","kg/ha","4344.1","A","Official figure",""
"QCL","Crops and livestock products","368","Iraq","5412","Yield","01921.01","Seed cotton, unginned","2015","2015","kg/ha","1726.8","E","Estimated value",""
"QCL","Crops and livestock products","368","Iraq","5412","Yield","01921.01","Seed cotton, unginned","2016","2016","kg/ha","1728.5","E","Estimated value",""
"QCL","Crops and livestock products","368","Iraq","5412","Yield","01921.01","Seed cotton, unginned","2017","2017","kg/ha","1726.3","E","Estimated value",""
"QCL","Crops and livestock products","368","Iraq","5412","Yield","01921.01","Seed cotton, unginned","2018","2018","kg/ha","1723.5","E","Estimated value",""
"QCL","Crops and livestock products","368","Iraq","5412","Yield","01921.01","Seed cotton, unginned","2019","2019","kg/ha","1727.7","E","Estimated value",""
"QCL","Crops and livestock products","368","Iraq","5412","Yield","01921.01","Seed cotton, unginned","2020","2020","kg/ha","1712.5","E","Estimated value",""
"QCL","Crops and livestock products","368","Iraq","5412","Yield","01921.01","Seed cotton, unginned","2021","2021","kg/ha","1746.9","E","Estimated value",""
"QCL","Crops and livestock products","368","Iraq","5412","Yield","01921.01","Seed cotton, unginned","2022","2022","kg/ha","2300","A","Official figure",""
"QCL","Crops and livestock products","368","Iraq","5412","Yield","01921.01","Seed cotton, unginned","2023","2023","kg/ha","500","A","Official figure",""
"QCL","Crops and livestock products","368","Iraq","5412","Yield","01921.01","Seed cotton, unginned","2024","2024","kg/ha","1448.7","E","Estimated value",""
"QCL","Crops and livestock products","368","Iraq","5412","Yield","0141","Soya beans","2015","2015","kg/ha","805.7","E","Estimated value",""
"QCL","Crops and livestock products","368","Iraq","5412","Yield","0141","Soya beans","2016","2016","kg/ha","807.5","E","Estimated value",""
"QCL","Crops and livestock products","368","Iraq","5412","Yield","0141","Soya beans","2017","2017","kg/ha","804.2","E","Estimated value",""
"QCL","Crops and livestock products","368","Iraq","5412","Yield","0141","Soya beans","2018","2018","kg/ha","805.8","E","Estimated value",""
"QCL","Crops and livestock products","368","Iraq","5412","Yield","0141","Soya beans","2019","2019","kg/ha","838.4","E","Estimated value",""
"QCL","Crops and livestock products","368","Iraq","5412","Yield","0141","Soya beans","2020","2020","kg/ha","823.3","E","Estimated value",""
"QCL","Crops and livestock products","368","Iraq","5412","Yield","0141","Soya beans","2021","2021","kg/ha","822.1","E","Estimated value",""
"QCL","Crops and livestock products","368","Iraq","5412","Yield","0141","Soya beans","2022","2022","kg/ha","827.9","E","Estimated value",""
"QCL","Crops and livestock products","368","Iraq","5412","Yield","0141","Soya beans","2023","2023","kg/ha","824.4","E","Estimated value",""
"QCL","Crops and livestock products","368","Iraq","5412","Yield","0141","Soya beans","2024","2024","kg/ha","824.8","E","Estimated value",""
"QCL","Crops and livestock products","368","Iraq","5412","Yield","01802","Sugar cane","2015","2015","kg/ha","19983.6","A","Official figure",""
"QCL","Crops and livestock products","368","Iraq","5412","Yield","01802","Sugar cane","2016","2016","kg/ha","20000","A","Official figure",""
"QCL","Crops and livestock products","368","Iraq","5412","Yield","01802","Sugar cane","2017","2017","kg/ha","20000","A","Official figure",""
"QCL","Crops and livestock products","368","Iraq","5412","Yield","01445","Sunflower seed","2015","2015","kg/ha","1766","A","Official figure",""
"QCL","Crops and livestock products","368","Iraq","5412","Yield","01445","Sunflower seed","2016","2016","kg/ha","1757.7","A","Official figure",""
"QCL","Crops and livestock products","368","Iraq","5412","Yield","01445","Sunflower seed","2017","2017","kg/ha","1793.4","A","Official figure",""
"QCL","Crops and livestock products","368","Iraq","5412","Yield","01445","Sunflower seed","2018","2018","kg/ha","2225.8","A","Official figure",""
"QCL","Crops and livestock products","368","Iraq","5412","Yield","01445","Sunflower seed","2019","2019","kg/ha","2540.1","A","Official figure",""
"QCL","Crops and livestock products","368","Iraq","5412","Yield","01445","Sunflower seed","2020","2020","kg/ha","2552.1","A","Official figure",""
"QCL","Crops and livestock products","368","Iraq","5412","Yield","01445","Sunflower seed","2021","2021","kg/ha","2123.9","A","Official figure",""
"QCL","Crops and livestock products","368","Iraq","5412","Yield","01445","Sunflower seed","2022","2022","kg/ha","1599.5","A","Official figure",""
"QCL","Crops and livestock products","368","Iraq","5412","Yield","01445","Sunflower seed","2023","2023","kg/ha","2542.9","A","Official figure",""
"QCL","Crops and livestock products","368","Iraq","5412","Yield","01445","Sunflower seed","2024","2024","kg/ha","2384.1","A","Official figure",""
"QCL","Crops and livestock products","368","Iraq","5412","Yield","0111","Wheat","2015","2015","kg/ha","2861.7","A","Official figure",""
"QCL","Crops and livestock products","368","Iraq","5412","Yield","0111","Wheat","2016","2016","kg/ha","3318.1","A","Official figure",""
"QCL","Crops and livestock products","368","Iraq","5412","Yield","0111","Wheat","2017","2017","kg/ha","2839.2","A","Official figure",""
"QCL","Crops and livestock products","368","Iraq","5412","Yield","0111","Wheat","2018","2018","kg/ha","2778.9","A","Official figure",""
"QCL","Crops and livestock products","368","Iraq","5412","Yield","0111","Wheat","2019","2019","kg/ha","2814.4","A","Official figure",""
"QCL","Crops and livestock products","368","Iraq","5412","Yield","0111","Wheat","2020","2020","kg/ha","2944.5","A","Official figure",""
"QCL","Crops and livestock products","368","Iraq","5412","Yield","0111","Wheat","2021","2021","kg/ha","2659.7","A","Official figure",""
"QCL","Crops and livestock products","368","Iraq","5412","Yield","0111","Wheat","2022","2022","kg/ha","2771.4","A","Official figure",""
"QCL","Crops and livestock products","368","Iraq","5412","Yield","0111","Wheat","2023","2023","kg/ha","2546.5","A","Official figure",""
"QCL","Crops and livestock products","368","Iraq","5412","Yield","0111","Wheat","2024","2024","kg/ha","2578.7","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5412","Yield","0115","Barley","2015","2015","kg/ha","8575.9","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5412","Yield","0115","Barley","2016","2016","kg/ha","7821.9","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5412","Yield","0115","Barley","2017","2017","kg/ha","8357","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5412","Yield","0115","Barley","2018","2018","kg/ha","6379.6","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5412","Yield","0115","Barley","2019","2019","kg/ha","8249.3","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5412","Yield","0115","Barley","2020","2020","kg/ha","6975.2","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5412","Yield","0115","Barley","2021","2021","kg/ha","8190.1","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5412","Yield","0115","Barley","2022","2022","kg/ha","8146.4","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5412","Yield","0115","Barley","2023","2023","kg/ha","6569.7","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5412","Yield","0115","Barley","2024","2024","kg/ha","7066.4","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5412","Yield","01445","Sunflower seed","2019","2019","kg/ha","0","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5412","Yield","01445","Sunflower seed","2020","2020","kg/ha","0","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5412","Yield","0111","Wheat","2015","2015","kg/ha","10667.7","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5412","Yield","0111","Wheat","2016","2016","kg/ha","9539","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5412","Yield","0111","Wheat","2017","2017","kg/ha","10167.2","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5412","Yield","0111","Wheat","2018","2018","kg/ha","8373.2","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5412","Yield","0111","Wheat","2019","2019","kg/ha","9378.7","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5412","Yield","0111","Wheat","2020","2020","kg/ha","7765.9","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5412","Yield","0111","Wheat","2021","2021","kg/ha","10076.7","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5412","Yield","0111","Wheat","2022","2022","kg/ha","10430.5","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5412","Yield","0111","Wheat","2023","2023","kg/ha","8661","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5412","Yield","0111","Wheat","2024","2024","kg/ha","8139.7","A","Official figure",""
"QCL","Crops and livestock products","376","Israel","5412","Yield","0115","Barley","2015","2015","kg/ha","2511.4","A","Official figure",""
"QCL","Crops and livestock products","376","Israel","5412","Yield","0115","Barley","2016","2016","kg/ha","2235.8","A","Official figure",""
"QCL","Crops and livestock products","376","Israel","5412","Yield","0115","Barley","2017","2017","kg/ha","2619","A","Official figure",""
"QCL","Crops and livestock products","376","Israel","5412","Yield","0115","Barley","2018","2018","kg/ha","1222.5","A","Official figure",""
"QCL","Crops and livestock products","376","Israel","5412","Yield","0115","Barley","2019","2019","kg/ha","2278.5","A","Official figure",""
"QCL","Crops and livestock products","376","Israel","5412","Yield","0115","Barley","2020","2020","kg/ha","2202","A","Official figure",""
"QCL","Crops and livestock products","376","Israel","5412","Yield","0115","Barley","2021","2021","kg/ha","1633.3","E","Estimated value",""
"QCL","Crops and livestock products","376","Israel","5412","Yield","0115","Barley","2022","2022","kg/ha","1530.5","A","Official figure",""
"QCL","Crops and livestock products","376","Israel","5412","Yield","0115","Barley","2023","2023","kg/ha","1421.9","A","Official figure",""
"QCL","Crops and livestock products","376","Israel","5412","Yield","0115","Barley","2024","2024","kg/ha","1044.5","A","Official figure",""
"QCL","Crops and livestock products","376","Israel","5412","Yield","0112","Maize (corn)","2015","2015","kg/ha","20695.3","A","Official figure",""
"QCL","Crops and livestock products","376","Israel","5412","Yield","0112","Maize (corn)","2016","2016","kg/ha","22998.3","A","Official figure",""
"QCL","Crops and livestock products","376","Israel","5412","Yield","0112","Maize (corn)","2017","2017","kg/ha","25759.7","A","Official figure",""
"QCL","Crops and livestock products","376","Israel","5412","Yield","0112","Maize (corn)","2018","2018","kg/ha","22637.2","A","Official figure",""
"QCL","Crops and livestock products","376","Israel","5412","Yield","0112","Maize (corn)","2019","2019","kg/ha","23224.2","A","Official figure",""
"QCL","Crops and livestock products","376","Israel","5412","Yield","0112","Maize (corn)","2020","2020","kg/ha","19496.6","A","Official figure",""
"QCL","Crops and livestock products","376","Israel","5412","Yield","0112","Maize (corn)","2021","2021","kg/ha","18658.7","A","Official figure",""
"QCL","Crops and livestock products","376","Israel","5412","Yield","0112","Maize (corn)","2022","2022","kg/ha","15533.5","A","Official figure",""
"QCL","Crops and livestock products","376","Israel","5412","Yield","0112","Maize (corn)","2023","2023","kg/ha","17409.4","A","Official figure",""
"QCL","Crops and livestock products","376","Israel","5412","Yield","0112","Maize (corn)","2024","2024","kg/ha","15692.1","A","Official figure",""
"QCL","Crops and livestock products","376","Israel","5412","Yield","01921.01","Seed cotton, unginned","2015","2015","kg/ha","4577","A","Official figure",""
"QCL","Crops and livestock products","376","Israel","5412","Yield","01921.01","Seed cotton, unginned","2016","2016","kg/ha","4292.6","A","Official figure",""
"QCL","Crops and livestock products","376","Israel","5412","Yield","01921.01","Seed cotton, unginned","2017","2017","kg/ha","4525.5","A","Official figure",""
"QCL","Crops and livestock products","376","Israel","5412","Yield","01921.01","Seed cotton, unginned","2018","2018","kg/ha","3609","A","Official figure",""
"QCL","Crops and livestock products","376","Israel","5412","Yield","01921.01","Seed cotton, unginned","2019","2019","kg/ha","2527.8","A","Official figure",""
"QCL","Crops and livestock products","376","Israel","5412","Yield","01921.01","Seed cotton, unginned","2020","2020","kg/ha","1921.6","A","Official figure",""
"QCL","Crops and livestock products","376","Israel","5412","Yield","01921.01","Seed cotton, unginned","2021","2021","kg/ha","4898.5","A","Official figure",""
"QCL","Crops and livestock products","376","Israel","5412","Yield","01921.01","Seed cotton, unginned","2022","2022","kg/ha","5269.8","A","Official figure",""
"QCL","Crops and livestock products","376","Israel","5412","Yield","01921.01","Seed cotton, unginned","2023","2023","kg/ha","4604.4","E","Estimated value",""
"QCL","Crops and livestock products","376","Israel","5412","Yield","01921.01","Seed cotton, unginned","2024","2024","kg/ha","4179.2","E","Estimated value",""
"QCL","Crops and livestock products","376","Israel","5412","Yield","01445","Sunflower seed","2015","2015","kg/ha","5413.8","A","Official figure",""
"QCL","Crops and livestock products","376","Israel","5412","Yield","01445","Sunflower seed","2016","2016","kg/ha","7117.8","A","Official figure",""
"QCL","Crops and livestock products","376","Israel","5412","Yield","01445","Sunflower seed","2017","2017","kg/ha","2500","A","Official figure",""
"QCL","Crops and livestock products","376","Israel","5412","Yield","01445","Sunflower seed","2018","2018","kg/ha","7941.2","A","Official figure",""
"QCL","Crops and livestock products","376","Israel","5412","Yield","01445","Sunflower seed","2019","2019","kg/ha","4378.4","A","Official figure",""
"QCL","Crops and livestock products","376","Israel","5412","Yield","01445","Sunflower seed","2020","2020","kg/ha","3846.2","A","Official figure",""
"QCL","Crops and livestock products","376","Israel","5412","Yield","01445","Sunflower seed","2021","2021","kg/ha","3720.9","A","Official figure",""
"QCL","Crops and livestock products","376","Israel","5412","Yield","01445","Sunflower seed","2022","2022","kg/ha","3876","A","Official figure",""
"QCL","Crops and livestock products","376","Israel","5412","Yield","01445","Sunflower seed","2023","2023","kg/ha","3871.5","E","Estimated value",""
"QCL","Crops and livestock products","376","Israel","5412","Yield","01445","Sunflower seed","2024","2024","kg/ha","3273","E","Estimated value",""
"QCL","Crops and livestock products","376","Israel","5412","Yield","0111","Wheat","2015","2015","kg/ha","3405.5","A","Official figure",""
"QCL","Crops and livestock products","376","Israel","5412","Yield","0111","Wheat","2016","2016","kg/ha","3844.4","A","Official figure",""
"QCL","Crops and livestock products","376","Israel","5412","Yield","0111","Wheat","2017","2017","kg/ha","1611.6","A","Official figure",""
"QCL","Crops and livestock products","376","Israel","5412","Yield","0111","Wheat","2018","2018","kg/ha","1332.7","A","Official figure",""
"QCL","Crops and livestock products","376","Israel","5412","Yield","0111","Wheat","2019","2019","kg/ha","2052.1","A","Official figure",""
"QCL","Crops and livestock products","376","Israel","5412","Yield","0111","Wheat","2020","2020","kg/ha","2301.1","A","Official figure",""
"QCL","Crops and livestock products","376","Israel","5412","Yield","0111","Wheat","2021","2021","kg/ha","1334.6","A","Official figure",""
"QCL","Crops and livestock products","376","Israel","5412","Yield","0111","Wheat","2022","2022","kg/ha","3600.3","A","Official figure",""
"QCL","Crops and livestock products","376","Israel","5412","Yield","0111","Wheat","2023","2023","kg/ha","2843.1","A","Official figure",""
"QCL","Crops and livestock products","376","Israel","5412","Yield","0111","Wheat","2024","2024","kg/ha","1675.9","A","Official figure",""
"QCL","Crops and livestock products","380","Italy","5412","Yield","0115","Barley","2015","2015","kg/ha","3932.3","A","Official figure",""
"QCL","Crops and livestock products","380","Italy","5412","Yield","0115","Barley","2016","2016","kg/ha","4011.4","A","Official figure",""
"QCL","Crops and livestock products","380","Italy","5412","Yield","0115","Barley","2017","2017","kg/ha","3928.9","A","Official figure",""
"QCL","Crops and livestock products","380","Italy","5412","Yield","0115","Barley","2018","2018","kg/ha","3966","A","Official figure",""
"QCL","Crops and livestock products","380","Italy","5412","Yield","0115","Barley","2019","2019","kg/ha","4227","A","Official figure",""
"QCL","Crops and livestock products","380","Italy","5412","Yield","0115","Barley","2020","2020","kg/ha","4265.8","A","Official figure",""
"QCL","Crops and livestock products","380","Italy","5412","Yield","0115","Barley","2021","2021","kg/ha","4337.3","A","Official figure",""
"QCL","Crops and livestock products","380","Italy","5412","Yield","0115","Barley","2022","2022","kg/ha","4323.1","A","Official figure",""
"QCL","Crops and livestock products","380","Italy","5412","Yield","0115","Barley","2023","2023","kg/ha","4112.7","A","Official figure",""
"QCL","Crops and livestock products","380","Italy","5412","Yield","0115","Barley","2024","2024","kg/ha","3842.1","A","Official figure",""
"QCL","Crops and livestock products","380","Italy","5412","Yield","0112","Maize (corn)","2015","2015","kg/ha","9725.4","A","Official figure",""
"QCL","Crops and livestock products","380","Italy","5412","Yield","0112","Maize (corn)","2016","2016","kg/ha","10351.5","A","Official figure",""
"QCL","Crops and livestock products","380","Italy","5412","Yield","0112","Maize (corn)","2017","2017","kg/ha","9366.7","A","Official figure",""
"QCL","Crops and livestock products","380","Italy","5412","Yield","0112","Maize (corn)","2018","2018","kg/ha","10485.5","A","Official figure",""
"QCL","Crops and livestock products","380","Italy","5412","Yield","0112","Maize (corn)","2019","2019","kg/ha","9985.9","A","Official figure",""
"QCL","Crops and livestock products","380","Italy","5412","Yield","0112","Maize (corn)","2020","2020","kg/ha","11268.2","A","Official figure",""
"QCL","Crops and livestock products","380","Italy","5412","Yield","0112","Maize (corn)","2021","2021","kg/ha","10329.5","A","Official figure",""
"QCL","Crops and livestock products","380","Italy","5412","Yield","0112","Maize (corn)","2022","2022","kg/ha","8332.7","A","Official figure",""
"QCL","Crops and livestock products","380","Italy","5412","Yield","0112","Maize (corn)","2023","2023","kg/ha","10730.7","A","Official figure",""
"QCL","Crops and livestock products","380","Italy","5412","Yield","0112","Maize (corn)","2024","2024","kg/ha","9973.8","A","Official figure",""
"QCL","Crops and livestock products","380","Italy","5412","Yield","0113","Rice","2015","2015","kg/ha","6678.5","A","Official figure",""
"QCL","Crops and livestock products","380","Italy","5412","Yield","0113","Rice","2016","2016","kg/ha","6779.7","A","Official figure",""
"QCL","Crops and livestock products","380","Italy","5412","Yield","0113","Rice","2017","2017","kg/ha","6825.3","A","Official figure",""
"QCL","Crops and livestock products","380","Italy","5412","Yield","0113","Rice","2018","2018","kg/ha","6768.7","A","Official figure",""
"QCL","Crops and livestock products","380","Italy","5412","Yield","0113","Rice","2019","2019","kg/ha","6783.7","A","Official figure",""
"QCL","Crops and livestock products","380","Italy","5412","Yield","0113","Rice","2020","2020","kg/ha","6631.6","A","Official figure",""
"QCL","Crops and livestock products","380","Italy","5412","Yield","0113","Rice","2021","2021","kg/ha","6427.5","A","Official figure",""
"QCL","Crops and livestock products","380","Italy","5412","Yield","0113","Rice","2022","2022","kg/ha","5663.2","A","Official figure",""
"QCL","Crops and livestock products","380","Italy","5412","Yield","0113","Rice","2023","2023","kg/ha","6557.5","A","Official figure",""
"QCL","Crops and livestock products","380","Italy","5412","Yield","0113","Rice","2024","2024","kg/ha","6406.8","A","Official figure",""
"QCL","Crops and livestock products","380","Italy","5412","Yield","0141","Soya beans","2015","2015","kg/ha","3615.1","A","Official figure",""
"QCL","Crops and livestock products","380","Italy","5412","Yield","0141","Soya beans","2016","2016","kg/ha","3753.9","A","Official figure",""
"QCL","Crops and livestock products","380","Italy","5412","Yield","0141","Soya beans","2017","2017","kg/ha","3162.9","A","Official figure",""
"QCL","Crops and livestock products","380","Italy","5412","Yield","0141","Soya beans","2018","2018","kg/ha","3632.5","A","Official figure",""
"QCL","Crops and livestock products","380","Italy","5412","Yield","0141","Soya beans","2019","2019","kg/ha","3815.3","A","Official figure",""
"QCL","Crops and livestock products","380","Italy","5412","Yield","0141","Soya beans","2020","2020","kg/ha","3926.2","A","Official figure",""
"QCL","Crops and livestock products","380","Italy","5412","Yield","0141","Soya beans","2021","2021","kg/ha","3235","A","Official figure",""
"QCL","Crops and livestock products","380","Italy","5412","Yield","0141","Soya beans","2022","2022","kg/ha","2754.2","A","Official figure",""
"QCL","Crops and livestock products","380","Italy","5412","Yield","0141","Soya beans","2023","2023","kg/ha","3527.1","A","Official figure",""
